,X,StateAbbr,CityName,GeographicLevel,PopulationCount,GeoLocation,CityFIPS,TractFIPS,ACCESS2,percentACCESS2,leastACCESS2,posACCESS2,ARTHRITIS,BINGE,BPHIGH,BPMED,CANCER,CASTHMA,CHD,CHECKUP,CHOLSCREEN,COLON_SCREEN,COPD,COREM,COREW,CSMOKING,DENTAL,DIABETES,HIGHCHOL,KIDNEY,LPA,MAMMOUSE,MHLTH,OBESITY,PAPTEST,PHLTH,SLEEP,STROKE,TEETHLOST,Lat,Long,avgOutcome,sdOutcome,avgBehavior,sdBehavior,avgPrevent,sdPrevent,sdPHLTH,sdMHLTH,sdACCESS2,sdCANCER,sdMAMMOUSE,sdCOPD
252,253,IA,Waterloo,City,68406,"42.4919736932, -92.3521759342",1982425,NA,12.9,one,0.225,87.1,24.9,21.1,30,61.8,6,9,6.2,70.2,71.6,63.7,6.3,35.7,33.2,21.6,64,9.8,35,2.6,25.3,80,10.9,35.3,82.8,11.3,33.5,3.1,16.1,42.49197369,-92.35217593,13.16923077,10.42308213,27.36,6.658678548,57.59,22.75577826,3.201461205,2.659913243,6.21,1.146741202,2.749444699,1.607807872
253,254,KS,Kansas City,City,145786,"39.1234621409, -94.7441921112",2036000,NA,28.4,four,0.898,71.6,26.2,14.3,36.4,59.9,5.7,10.4,6.8,65.9,67.4,53.8,8.2,25,27,25.2,53.4,13.4,32.2,3.2,32.2,74.8,12.6,38.2,76.8,14.2,36.5,4,24.3,39.12346214,-94.74419211,15.2,11.01340093,29.28,9.763042559,53.24,19.80023569,3.80991681,2.546655611,10.48,1.158241166,4.163045658,2.210634288
254,255,KS,Lawrence,City,87643,"38.9599302924, -95.2628259088",2038900,NA,13.9,one,0.284,86.1,21.3,16.8,26.1,60.5,6.4,9.4,5.5,67.8,72.2,65.2,5.9,40,39.1,17.3,68,8.4,31.1,2.3,20.2,78.1,9.5,28.2,81.4,9.6,28.2,2.6,12.1,38.95993029,-95.26282591,11.55384615,9.00246405,22.14,5.682253074,58.62,21.1594896,1.271315,2.021720293,5.38,1.663968404,3.536240942,0.857416701
255,256,KS,Olathe,City,125872,"38.884693021, -94.8192070197",2052575,NA,12.2,one,0.183,87.8,21,18,26.7,60.9,6.4,8,4.9,69.3,77.5,68.5,5,43.6,36,15.2,75.2,8,32.2,2.3,19.6,81,8.4,27.3,85.6,8.2,27.7,2.3,10.9,38.88469302,-94.81920702,11.1,9.461148627,21.56,5.648274073,60.98,23.3652068,1.967029829,1.665999867,6.04,0.860171018,2.967148169,1.219696163
256,257,KS,Overland Park,City,173372,"38.8872922575, -94.6872267067",2053775,NA,9.8,one,0.061,90.2,19.9,17.9,26,60.5,6.5,7.7,4.5,69.9,78,70.5,4.3,45.1,38,12.9,78.7,7.2,31.9,2.1,17.1,82.2,7.4,25.3,86.7,7.1,26.4,2.1,8.5,38.88729226,-94.68722671,10.4,9.407000939,19.92,5.749956522,61.94,24.21281571,1.397661421,1.216137065,3.43,1.666929057,1.949930668,1.05842617
257,258,KS,Topeka,City,127473,"39.0359549911, -95.6954155341",2071000,NA,20,three,0.687,80,25.2,14.6,32.1,62.3,6.2,10,6,67.1,70.6,63.4,7.2,38.2,39.6,24.1,64.6,10.8,34,2.6,26.1,75.9,11,34.9,79.2,11.5,31.4,3.1,16.5,39.03595499,-95.69541553,13.55384615,10.48034791,26.22,7.773480559,58.09,19.08212951,3.412173838,2.837364995,9.3,1.378229429,3.773856312,1.954585738
258,259,KS,Wichita,City,382368,"37.690561478, -97.3429366807",2079000,NA,20,three,0.69,80,24.4,13.9,32.3,61.2,6.2,9.6,6.1,67.9,70.6,64.3,6.8,33.3,32.3,20.8,63.2,11.1,34,2.7,25.8,74.5,10.8,34.3,81,11.6,32.7,3.1,17.9,37.69056148,-97.34293668,13.58461538,10.49355724,25.5,8.456062914,56.83,20.64482986,3.695551951,2.941727707,10.14,1.610278363,4.398440874,2.073359016
259,260,KY,Lexington,City,295803,"38.0423254022, -84.4587259608",2146027,NA,10.4,one,0.099,89.6,27.7,12.4,36.2,63.9,6.6,11.1,7.2,73,75.3,69.6,8.3,40.4,43.8,23.2,64.8,10.8,36.2,3.2,26.3,81.9,12.3,30.8,81.9,13.7,37.4,3,19.2,38.0423254,-84.45872596,15.03846154,11.47152551,26.02,9.299032208,60.5,22.60034415,4.24980312,3.402170871,6.05,1.75046817,3.661243629,2.744095246
260,261,KY,Louisville,City,597337,"38.1777689918, -85.6664099974",2148006,NA,11.4,one,0.129,88.6,29.6,14.6,35.2,67.2,6.5,11.7,7.5,73.3,75.7,67.6,9.5,38,38.3,25.5,60.1,11.4,35,3.2,27.8,80.8,13.3,32.9,80.7,14.2,37.8,3.3,18.8,38.17776899,-85.66641,15.32307692,11.16744926,27.72,8.739393572,59.31,22.86727161,4.836696672,3.869621415,6.36,1.646592234,3.431130488,3.180587602
261,262,LA,Baton Rouge,City,229493,"30.4510891679, -91.1263551997",2205000,NA,22.9,three,0.774,77.1,25.8,15.7,41.6,68.3,5.9,8.9,7.7,77,74.5,62.3,7.1,39.3,32.7,22.8,56.2,12.6,32.8,3,30.4,79.8,13.6,36.8,82.3,14.4,36.6,4,19.2,30.45108917,-91.1263552,15.12307692,11.78729216,28.46,9.143741029,59.53,21.14810472,4.370803827,3.564512798,9.35,1.63722129,2.695011191,2.161215097
262,263,LA,Kenner,City,66702,"30.0106937201, -90.2550320135",2239475,NA,23,three,0.781,77,23.1,17.6,35.6,64.1,5.8,7.9,7.2,75.1,73.8,63.7,6.2,35.9,35,21,59.7,10.6,33.4,2.7,29.1,82.4,12.4,36.7,84.5,13.3,37.6,3.1,16.5,30.01069372,-90.25503201,13.67692308,10.81381476,28.4,9.01970066,59.72,21.40891818,3.893001094,3.159403435,8.7,1.089522291,2.448829252,1.897926285
263,264,LA,Lafayette,City,120623,"30.2120582815, -92.0317532321",2240735,NA,20.4,three,0.713,79.6,24.8,17.2,36.7,66.9,6.1,8.7,7.5,74.5,72.5,63,6.9,35.1,35.5,23.8,59.6,10.6,32.8,2.9,27.8,77.9,13,34.1,81.4,13.6,35,3.4,18.1,30.21205828,-92.03175323,14.23846154,10.92737682,27.58,7.410263153,58.68,21.00961685,4.775852809,3.430621257,9.22,1.202033334,2.283422783,2.45548061
264,265,LA,Lake Charles,City,71993,"30.2030679966, -93.2148796496",2241155,NA,25.3,four,0.855,74.7,27.3,15.3,42.4,68.3,6,9.2,8,76.9,73.4,60.7,7.8,32.1,33.5,28,49.9,12.7,34.9,3,32.5,78.4,14.6,36.9,81,15.6,39,4.2,22.8,30.203068,-93.21487965,16.03846154,12.33832366,30.34,9.412385457,57.95,21.2363551,4.655455767,3.398955786,9.49,1.31155372,2.320196476,2.221252133
265,266,LA,New Orleans,City,343829,"30.0687009935, -89.9316317895",2255000,NA,23.4,four,0.8,76.6,24.3,17.3,41.2,69.9,5.5,9,7.7,74.7,74.3,62.7,6.9,37.7,31.4,23.6,55.8,13,33.1,3.1,28.2,80.8,13.5,34.4,83.4,14.9,38.5,4.3,21.6,30.06870099,-89.93163179,15.23846154,11.72913314,28.4,8.43059903,59.41,21.53820636,5.653890215,4.117443067,10.95,1.029041111,2.931505588,2.866614184
266,267,LA,Shreveport,City,199311,"32.4671618864, -93.7962236108",2270000,NA,24.7,four,0.824,75.3,27.3,15.7,43.5,68.2,5.9,9.3,7.8,75.7,73.1,58.9,7.5,34.5,36,25.9,52.7,12.7,35.1,3,31.7,76.5,14.2,37.1,82.5,15.3,40.7,4.2,21.2,32.46716189,-93.79622361,15.92307692,12.53316626,30.22,9.859614597,58.28,20.4425917,5.376380798,3.727986625,10.37,1.423929253,2.562256959,2.715620335
267,268,ME,Portland,City,66194,"43.6779836271, -70.2752544531",2360545,NA,14,one,0.291,86,25.2,18,28.3,59.1,6.5,10.8,5.8,70.1,75.9,72.8,6.4,37.7,35.7,16.1,67.6,8.2,30.7,2.3,18,81.6,11.7,26.2,82.8,10.6,30.3,2.6,13.5,43.67798363,-70.27525445,12.50769231,9.526057381,21.72,6.183607361,59.73,23.01371813,1.799707579,2.167365609,4.76,1.579840099,2.377747718,1.105238722
268,269,MD,Baltimore,City,620961,"39.3084523991, -76.6160492311",2404000,NA,14.7,two,0.331,85.3,28.3,13.9,38.8,67.4,5.7,11.2,6.4,75.4,76.4,65.8,8,29.6,32.6,23.2,59.7,14,33,3.2,26.3,83.3,14,35.6,85.2,13.5,44.4,4.5,20,39.3084524,-76.61604923,15.43076923,11.42930332,28.68,11.71695353,59.01,24.69761347,4.472844424,3.653296498,6.51,1.286627129,2.826921147,2.754241438
269,270,MA,Boston,City,617594,"42.3155796777, -71.0916505804",2507000,NA,10,one,0.082,90,23.8,17.7,29.5,59.6,5.8,12.1,6,75.6,78.4,67.8,6.7,29.1,31.9,17.4,65.9,10.8,31.1,3,21.6,86.6,13.4,26,85,12.3,36.8,3.1,17.5,42.31557968,-71.09165058,13.46923077,9.481243292,23.9,8.01249025,58.99,26.34073525,4.658250489,3.780057831,6.33,1.601812263,3.417412622,2.437391047
270,271,MA,Brockton,City,93810,"42.082071372, -71.0241656338",2509000,NA,12,one,0.169,88,29.4,16.4,34.4,61.8,6.4,13.8,7,80.9,79.7,63.7,9.4,25.4,26.7,26,55.7,12.4,32.8,3.3,28.8,83.4,16.6,35.9,84.4,15.3,45.7,3.5,24.6,42.08207137,-71.02416563,16.06923077,10.90553259,30.56,10.97875221,57.37,26.96524718,4.004432068,3.644023156,5.42,1.242692928,3.134561563,2.509761893
271,272,MA,Cambridge,City,105162,"42.3758188051, -71.1183992378",2511000,NA,5.6,one,0.004,94.4,22.6,17.4,28.4,57.3,6.6,10.9,4.9,76.4,80.9,73.9,4.8,34,32.4,12.1,74.3,8.2,31.3,2.4,17.7,88,10.1,23.3,87.5,9,33.5,2.2,12.5,42.37581881,-71.11839924,11.83846154,9.581191511,20.8,8.13019065,61.03,27.96331128,1.891534622,1.723623223,2.26,1.836302276,1.670519404,1.134142955
272,273,MA,Fall River,City,88857,"41.7139907598, -71.0996396919",2523000,NA,11.7,one,0.14,88.3,31,17.4,32,60.4,6.8,14.7,7.6,80.1,78.8,64.4,11.1,29.3,22.6,28.6,55.3,11.7,38.6,3.1,28.8,82.9,18.3,32.5,82.9,17.5,43.9,3.5,28.1,41.71399076,-71.09963969,17.23076923,11.71917123,30.24,9.504367417,56.84,26.71280176,3.958850843,3.119738237,4.4,1.024174464,3.363792503,2.877921704
273,274,MA,Lawrence,City,76377,"42.7002772201, -71.1626790341",2534550,NA,21.7,three,0.748,78.3,28.3,15.1,33.4,58.9,5.4,13,7.5,76.9,74.8,58.4,8.7,23.4,21.7,20.9,53.5,15.1,35.9,4.3,34.9,83.1,16.6,35.9,84.2,18.6,42.5,3.4,23.7,42.70027722,-71.16267903,16.45384615,11.01949903,29.86,11.39947367,55.66,25.28702786,3.364214793,1.883849487,5.9,1.170344343,2.305718948,1.867366815
274,275,MA,Lowell,City,106519,"42.6388727331, -71.321714396",2537000,NA,11.6,one,0.137,88.4,25.6,16.1,28.6,57.3,6.3,12.1,6.3,74.1,79.6,65,7.5,29.5,27.4,19.9,60.2,10.8,32,2.9,27.8,84,14.3,26.7,81,13.5,38.6,2.9,22.7,42.63887273,-71.3217144,14.26923077,9.865375868,25.82,8.624789853,56.97,25.55182316,2.395154831,2.226896196,4.51,1.25687443,2.585053191,1.262048599
275,276,MA,Lynn,City,90329,"42.4783322881, -70.9662372538",2537490,NA,13.7,one,0.257,86.3,28.2,16.6,32.6,59.4,6.2,13.2,6.8,78.4,77.3,66.3,8.7,26.8,27,21.3,60.9,11.7,34.7,3.4,28.7,84.9,15.2,31.6,85.5,15.2,41.7,3.2,19.8,42.47833229,-70.96623725,15.3,10.67059823,27.98,9.695205,58.02,26.34112965,3.005337964,2.224893596,5.91,1.442528144,2.575996424,1.81768608
276,277,MA,New Bedford,City,95072,"41.6712667258, -70.9441204537",2545000,NA,13.5,one,0.236,86.5,30.8,16.9,32.6,60.4,6.6,14.6,7.7,80.2,78.4,64,10.8,28.7,22.3,27.9,54.4,12.4,38.6,3.3,29.5,82.9,18.4,33.6,83.1,17.9,44.5,3.6,27.5,41.67126673,-70.94412045,17.29230769,11.68877393,30.48,9.979078114,56.79,26.48338892,3.334176238,3.063935202,5.61,1.402478605,3.077535671,1.999322466
277,278,MA,Newton,City,85146,"42.3316567616, -71.2084466944",2545560,NA,4.1,one,0,95.9,21.2,19.2,25.3,55.1,6.8,10.2,4.4,76.6,82.5,76.9,4.1,36.3,35.9,10.7,79.4,6.7,30.5,2.2,14.9,88.9,9,20.4,89.4,7.4,31.2,1.8,9.9,42.33165676,-71.20844669,10.73076923,9.110560229,19.28,7.683553865,62.51,28.61947472,0.821046678,1.025635464,1.08,1.304955362,1.104121808,0.481589145
278,279,MA,Quincy,City,92271,"42.2492981918, -71.0218764062",2555745,NA,7,one,0.004,93,23.1,16.5,27.4,60.9,6.5,10.7,5.2,76.3,81.3,69.4,6.2,30.6,30.7,16.8,69.7,9,30.6,2.7,21.4,86.6,11.6,21.9,84.1,10.4,36.9,2.4,14.6,42.24929819,-71.02187641,12.33846154,9.191439719,22.7,8.324962462,59.66,27.32866627,2.386276553,1.743702956,2.49,1.331797361,2.424198185,1.594860165
279,280,MA,Somerville,City,75754,"42.3905738858, -71.1017450879",2562535,NA,7,one,0.004,93,23.9,18.1,27.9,56.4,6.6,11.5,5.5,75.4,81,70.9,5.9,32.6,30.7,14.9,70.8,8.8,31.4,2.6,20.2,86.4,11.6,24.8,86.6,10.5,34.2,2.5,16.5,42.39057389,-71.10174509,12.70769231,9.507230717,22.44,7.492863271,59.78,27.38380706,2.535164457,2.018800524,3.16,0.938866651,2.071444509,1.446756571
280,281,MA,Springfield,City,153060,"42.1154977999, -72.5395254143",2567000,NA,17.6,three,0.513,82.4,29.6,15.1,35.6,62.6,6,14.5,7.3,76.5,75.5,63.3,9.5,26.9,26.8,24.4,56.8,14,33.7,4.3,33.3,83,17.3,33.1,82.7,18,43.5,3.8,24.4,42.1154978,-72.53952541,16.76923077,11.03361414,29.88,10.67764019,57.17,24.72111333,4.801931231,3.737156183,9.79,1.361884624,3.550339408,1.721538177
281,282,MA,Worcester,City,181045,"42.2705425446, -71.8079404584",2582000,NA,11.2,one,0.109,88.8,25.7,16,30.3,59.8,6.5,12.1,6.4,77.4,78.7,66.9,7.5,29.8,28.7,21.4,62.7,10.8,33.9,3.1,24.9,84.7,14.4,31.1,85.4,13.2,40.4,2.9,19.7,42.27054254,-71.80794046,14.34615385,10.17534728,26.76,9.392177596,58.53,26.27673453,3.597209395,3.305702517,6.57,1.818573425,3.756675859,1.632958637
282,283,MI,Ann Arbor,City,113934,"42.2756833567, -83.7311374448",2603000,NA,9.4,one,0.041,90.6,24.2,18.7,27.3,57.1,6.4,9.2,5.1,69.3,76.1,74.6,5,35.6,41.7,13.1,77.4,7.6,33.1,2.6,16.8,85.9,9.4,26.4,84,8.6,31,2.2,7.3,42.27568336,-83.73113744,11.38461538,10.01331165,21.2,7.319494518,61.11,24.93353164,1.383937893,2.747188646,5.16,2.368475888,3.695777177,0.918940018
283,284,MI,Dearborn,City,98153,"42.3126884626, -83.2129368006",2621000,NA,16.3,two,0.387,83.7,29.8,19.4,32.3,56.5,6.8,11.3,7.3,67.2,74.6,64.1,9.6,34.9,30.9,25.8,63.8,9.5,36.8,3.2,25.6,79.4,14.6,31.2,78.4,14,38.8,3.2,14.8,42.31268846,-83.2129368,14.86153846,11.07787122,28.16,7.268287281,56.61,21.84543939,4.274797648,4.619192398,7.68,1.484552097,5.609515725,3.065088007
284,285,MI,Detroit,City,713777,"42.3847015631, -83.1053178776",2622000,NA,25.5,four,0.847,74.5,33.9,13.5,46.3,64.5,5.9,13.9,8.4,74.5,74.2,58.6,10.8,24.5,21.2,29.8,47.2,17.6,36.6,4.6,36.4,81.8,17.2,45.2,78,18.3,50.8,5.8,25.6,42.38470156,-83.10531788,18.83846154,13.18076493,35.14,14.53299694,55,23.81204177,3.433518729,2.716585563,7.21,1.053103273,3.778130318,2.330501245
285,286,MI,Farmington Hills,City,79740,"42.4859956992, -83.3771159714",2627440,NA,9,one,0.032,91,24.9,19.8,28.7,57.8,6.6,9.4,5.3,72.2,79.9,71.6,5.2,35.1,37.5,14.2,76.4,7.9,32.9,2.8,18.1,82.5,9.6,26.4,85.8,8.7,35.6,2.3,8.8,42.4859957,-83.37711597,11.77692308,10.12810889,22.82,8.39416464,60.78,25.48698143,1.766670751,1.407624569,2.52,1.480003802,1.93715103,1.313639734
286,287,MI,Flint,City,102434,"43.0236339386, -83.6920640313",2629000,NA,23.3,three,0.785,76.7,35.8,14.8,42.9,62.7,6,13.3,8.4,72.8,72.4,59.8,11.4,27,24.1,28.5,52.4,15.8,34.8,4.1,36.4,80.1,17.4,42.7,78,18.7,44,5.2,25.2,43.02363394,-83.69206403,18.38461538,12.69368912,33.28,12.01819454,55.26,22.63410406,2.992960702,2.855553105,5.93,0.96134465,3.62591512,1.809839653
287,288,MI,Grand Rapids,City,188040,"42.9614815414, -85.6556858473",2634000,NA,17.5,three,0.502,82.5,28.7,18.9,35.9,60.1,6.4,11,6.8,71.4,74.6,66.5,7.9,35.5,38.5,20.5,64.5,11,35,3.3,27,81.9,13.5,35.1,81.5,13.9,35.8,3.3,13.7,42.96148154,-85.65568585,14.64615385,11.27464821,27.46,7.903353719,59.2,21.62775994,4.241259311,3.698078972,11.04,1.916912897,3.401518492,1.956182912
288,289,MI,Kalamazoo,City,74262,"42.2748756474, -85.588188576",2642160,NA,17.3,two,0.476,82.7,31.4,17.7,34.7,60.8,6.5,11.7,7.3,70.7,72.1,66.4,9,35.3,31.7,21.6,61.4,11.5,34.9,3.4,26.3,79.9,14.6,41.2,80.1,14.8,35.5,3.6,15.1,42.27487565,-85.58818858,15.26923077,11.20835883,28.46,9.738737084,57.57,21.80647457,4.456359821,3.995408079,8.15,2.284054457,3.739716057,2.60837479
289,290,MI,Lansing,City,114297,"42.7090711751, -84.5584470022",2646000,NA,17.2,two,0.464,82.8,29.9,17.7,34.2,60.9,6.3,11.3,7.2,68.4,73.9,65.8,8.5,33.5,30,22.5,63.2,11.6,36,3.4,28.2,78.9,14,36.1,80.6,14.2,36.4,3.5,17.2,42.70907118,-84.558447,15.17692308,11.21220718,28.18,8.252090644,57.24,22.23096939,2.882608105,2.692485983,5.65,1.714313797,3.18699179,1.804152973
290,291,MI,Livonia,City,96942,"42.3971592737, -83.3733073683",2649000,NA,9,one,0.033,91,25.8,22.7,28.1,53.6,6.8,9.3,5.6,69.6,78.4,72.6,6,38.6,36.4,18.4,76.4,7.2,34.9,2.7,18.2,84.2,10.3,25.7,86.2,9,35.5,2.2,8.7,42.39715927,-83.37330737,12.04615385,10.46291987,24.1,7.102464361,60.5,25.35284336,1.308319122,1.236270841,2.13,1.101748366,1.467130914,0.992086972
291,292,MI,Rochester Hills,City,70995,"42.6645256768, -83.1563037157",2669035,NA,8.6,one,0.028,91.4,24.3,21,27,56,6.6,9.1,5.2,70.8,79.8,72,5.1,35.9,38.6,14.1,77.8,7.2,33.1,2.7,17.3,82,9.4,24.7,85.4,8.4,34.1,2.1,8.1,42.66452568,-83.15630372,11.40769231,9.961715175,22.24,7.728389224,60.69,25.36543799,1.877820685,1.840044336,3.21,2.045662935,2.255776211,1.556810167
292,293,MI,Southfield,City,71739,"42.4765016267, -83.2605284738",2674900,NA,13.1,one,0.197,86.9,28.3,16.5,37.8,63.3,6.2,11.5,6,76.6,79.8,69,6.3,29.3,31.7,17.6,66.8,12.1,32.7,3.6,23.6,83.8,11.8,36.7,86.1,11.3,43.5,3.5,13.1,42.47650163,-83.26052847,14.16923077,11.34896358,27.58,11.98778545,59.95,25.81202347,1.457188804,1.439971453,2.91,1.244847087,1.814957616,1.021952715
293,294,MI,Sterling Heights,City,129699,"42.580985283, -83.0303680858",2676460,NA,12.2,one,0.14,87.8,27.9,20.6,32.4,59,6.5,10.1,6.5,70.1,76,69.9,7.4,37.2,31.3,22.9,69.8,8.7,35.5,2.9,24.7,79.4,12.1,30.9,80.7,11.5,36.2,2.7,12.3,42.58098528,-83.03036809,13.57692308,11.01023417,27.06,6.381457514,58.56,23.48887207,1.664105211,1.735351882,2.94,1.089396445,2.189826126,1.127720642
294,295,MI,Troy,City,80980,"42.5817340358, -83.1457545154",2680700,NA,8.5,one,0.019,91.5,23.7,19.9,27,56.1,6.4,8.7,5.2,71,79.4,71.3,4.9,35.4,38,13.3,77.7,7.4,33.2,2.6,17.6,81.9,9,23.2,84.4,8.2,34.2,2.1,8.6,42.58173404,-83.14575452,11.30769231,9.943713386,21.64,7.89132435,60.37,25.31701448,2.463925879,1.596912606,3.4,1.403366392,2.837919639,1.962489143
295,296,MI,Warren,City,134056,"42.4934233034, -83.0270075248",2684000,NA,16,two,0.341,84,30,19.3,34.7,60.8,6.5,11.1,7.3,69.8,75.1,66.4,9,35.6,28.9,27.2,63.1,10.1,35.9,3.1,29,77.4,14.1,34.9,77.6,13.9,38.7,3.2,15.3,42.4934233,-83.02700752,14.93846154,11.32685146,29.82,7.464382091,57.07,22.11209071,2.319182242,2.724948188,4.9,1.667070218,2.614786752,1.492116333
296,297,MI,Westland,City,84094,"42.3192220455, -83.3805461719",2686000,NA,14.1,one,0.245,85.9,29,19.8,31.9,56.9,6.7,10.8,6.6,69.6,76.8,66.5,8.2,34.8,31.4,24,66.6,9.4,35.7,3.2,24.6,81.4,13.1,31,81.9,12.3,40.1,3,13.4,42.31922205,-83.38054617,14.1,10.92001221,27.9,7.908223568,58,23.39800561,2.377529857,2.2463321,4.1,1.398672437,2.549269445,1.707690116
297,298,MI,Wyoming,City,72125,"42.8909745661, -85.7067229249",2688940,NA,16.2,two,0.349,83.8,28,20.4,32.6,57.4,6.4,10.4,6.7,70.5,75.6,67,7.8,35.7,38.3,20.4,66.7,9.9,34.7,3.1,26.3,81.3,13,32.6,82.3,13.1,34.7,2.9,14.2,42.89097457,-85.70672292,14.06153846,10.77625,26.88,6.674353901,59.1,22.05286577,2.212203913,1.9217237,5.81,0.889993209,2.337463639,1.184979251
298,299,MN,Bloomington,City,82893,"44.8305852429, -93.3150995817",2706616,NA,8.5,one,0.019,91.5,18.7,21.1,24.4,55.4,5.9,8.7,4.7,67.6,77.2,69.6,4,32.5,37.9,15.5,74.9,6.7,31.3,1.9,17.5,81.3,8.3,23.1,85.6,7.7,29,2.2,7.7,44.83058524,-93.31509958,10.16923077,8.989659302,21.24,5.259087373,59.05,25.13489164,1.074709263,1.235101692,2.99,1.365754632,1.842552577,0.570338246
299,300,MN,Brooklyn Park,City,75781,"45.1112033916, -93.3505067942",2707966,NA,11.1,one,0.084,88.9,19.7,18.4,26.5,57.8,5.6,9.3,5.1,68.8,76.7,66.4,4.5,30,35.1,17.5,69,8.3,31.4,2.1,21.3,80.2,9.3,25.4,82.8,8.9,32.4,2.7,9.8,45.11120339,-93.35050679,11.01538462,9.153036486,23,6.091387362,57.79,24.2060346,1.942308962,2.165078313,5.53,1.045748413,2.507987241,0.909564562
300,301,MN,Duluth,City,86265,"46.7854703427, -92.1342013763",2717000,NA,10.5,one,0.07,89.5,24.3,21.2,25.5,59.4,6.1,9.4,5.8,66.7,73.5,64.4,5.6,35.9,33.6,22,67.2,8.1,29.1,2.1,21.5,74.7,10.4,30.1,80.8,10.5,31.1,2.8,13.1,46.78547034,-92.13420138,11.75384615,8.897622846,25.18,4.968601413,56.67,22.52051164,2.739143582,2.415677089,4.3,1.687596869,4.044136746,1.644614332
301,302,MN,Minneapolis,City,382578,"44.9635407967, -93.2678345304",2743000,NA,11.7,one,0.095,88.3,20,19.1,27.9,58.1,5.8,9.6,5.4,67.4,75.1,65.9,4.8,30,34.2,17.4,68.7,8.6,32.2,2.3,20.6,80,9.6,26.7,83,9.5,30.7,2.9,10.7,44.9635408,-93.26783453,11.48461538,9.412566614,22.9,5.5959807,57.41,23.93818196,3.217274867,2.99577964,7.57,1.307089136,3.891644357,1.510047062
302,303,MN,Plymouth,City,70576,"45.022462874, -93.4616016242",2751730,NA,6.1,one,0,93.9,17.5,21.6,23.2,54.4,6,8.2,4.3,68.3,78.2,72.4,3.3,33.9,40,12.6,79.7,5.9,30.9,1.7,14.4,82.7,7.1,20.9,87.5,6.4,26.9,1.9,6,45.02246287,-93.46160162,9.415384615,8.888930021,19.28,5.798879202,60.32,26.31069913,0.685426527,0.716937933,1.47,0.892401789,1.258608453,0.494926642
303,304,MN,Rochester,City,106769,"44.0150574384, -92.4775005494",2754880,NA,8.4,one,0.01,91.6,19.4,21.1,26.6,57.8,6.1,7.9,4.9,65.9,74.6,72.1,4.2,35.6,35.3,15,72.3,7,29.3,1.9,18.5,83.2,8.4,27.1,85.8,7.9,29.5,2.3,9.1,44.01505744,-92.47750055,10.38461538,8.922989611,22.24,6.00066663,59.1,24.9762109,1.714456067,1.42591255,3.05,1.545747384,2.219783418,1.13777503
304,305,MN,St. Paul,City,285068,"44.9477402558, -93.1039958305",2758000,NA,12.7,one,0.127,87.3,20.6,18,27.7,59.8,5.9,9,5.5,68.6,73.8,64.7,5.2,30.5,34.5,19.7,64.7,9.1,31.2,2.3,22.6,80.6,10,29.6,81.9,10.5,31.2,2.9,13.2,44.94774026,-93.10399583,11.77692308,9.20209703,24.22,5.903558249,57.18,23.31155174,3.377860927,2.767803203,7.38,1.068784067,4.173011835,1.565016862
305,306,MS,Gulfport,City,67793,"30.427377008, -89.0701908439",2829700,NA,21.9,three,0.723,78.1,27,13.7,40.7,68.7,6,9,6.9,74.3,71,57.4,7.4,34,30.6,24.1,55.2,12.4,37.2,3.1,30.7,69.5,14.1,34.6,78.7,14.1,38.9,3.9,20.7,30.42737701,-89.07019084,15.57692308,12.37963071,28.4,9.855962662,56.13,20.3117946,3.718923179,2.822390378,7.76,1.63376176,2.874642835,2.014278039
306,307,MS,Jackson,City,173514,"32.31627222, -90.2124528561",2836000,NA,23.5,three,0.773,76.5,28.8,11.4,45.2,72.1,5.6,10,6.9,77.5,72.4,59.7,7.2,34,29.6,23.4,49.5,15.1,36.3,3.4,33,75.8,14.5,40.6,82.4,14.8,43.6,4.8,23.8,32.31627222,-90.21245286,16.64615385,13.15640626,30.4,13.18180564,57.65,21.97307696,4.644574062,3.43125627,8.58,1.305364615,3.235443005,2.463432123
307,308,MO,Columbia,City,108500,"38.9481109651, -92.3260129764",2915670,NA,13.5,one,0.181,86.5,24.4,15.6,28.8,63.6,6.3,9.4,5.8,66.8,72,65.3,6.3,39.7,35.4,18.3,62.8,8.9,29.7,2.2,21.3,74.9,11.4,29.2,80.5,11.6,30,2.7,13.5,38.94811097,-92.32601298,12.38461538,9.365081078,22.88,6.463512977,57.45,21.07095157,2.174918789,3.114854546,6.45,1.870320247,4.373959504,1.19552305
308,309,MO,Independence,City,116830,"39.0870794771, -94.3502748237",2935000,NA,17.1,two,0.406,82.9,26,15.9,29.3,63.1,6.5,10.1,6.6,65.2,70.6,60.8,8,38.4,38.2,25,56.5,9.7,34.2,2.3,25.4,72.9,13.3,32.2,77.3,13.9,33.7,3.1,18.4,39.08707948,-94.35027482,13.95384615,10.17501969,26.44,7.073400879,56.01,19.0047041,3.049405788,2.673945918,5.87,1.21822036,3.764205897,1.891511951
309,310,MO,Kansas City,City,459787,"39.1239413971, -94.5541236795",2938000,NA,17.7,two,0.481,82.3,26,14.7,32.9,66.1,6.1,10.3,6.5,67.8,71.5,61.2,7.3,35.9,35.6,22.3,55.9,11.5,33.5,2.7,25.7,74.6,12.6,34.7,79.3,13.7,35.6,3.5,19.6,39.1239414,-94.55412368,14.32307692,10.54728668,26.6,8.768124087,56.56,20.22463844,5.333672481,3.769615928,10.01,1.573943921,3.927327704,2.782373018
